date_key,full_date,year,month,month_name,week_number,quarter,is_rainy_season
192,2015-07-11,2015,7,July,28,3,1
193,2015-07-12,2015,7,July,28,3,1
194,2015-07-13,2015,7,July,29,3,1
195,2015-07-14,2015,7,July,29,3,1
196,2015-07-15,2015,7,July,29,3,1
197,2015-07-16,2015,7,July,29,3,1
198,2015-07-17,2015,7,July,29,3,1
199,2015-07-18,2015,7,July,29,3,1
200,2015-07-19,2015,7,July,29,3,1
201,2015-07-20,2015,7,July,30,3,1
202,2015-07-21,2015,7,July,30,3,1
203,2015-07-22,2015,7,July,30,3,1
204,2015-07-23,2015,7,July,30,3,1
205,2015-07-24,2015,7,July,30,3,1
206,2015-07-25,2015,7,July,30,3,1
207,2015-07-26,2015,7,July,30,3,1
208,2015-07-27,2015,7,July,31,3,1
209,2015-07-28,2015,7,July,31,3,1
210,2015-07-29,2015,7,July,31,3,1
211,2015-07-30,2015,7,July,31,3,1
212,2015-07-31,2015,7,July,31,3,1
213,2015-08-01,2015,8,August,31,3,1
214,2015-08-02,2015,8,August,31,3,1
215,2015-08-03,2015,8,August,32,3,1
216,2015-08-04,2015,8,August,32,3,1
217,2015-08-05,2015,8,August,32,3,1
218,2015-08-06,2015,8,August,32,3,1
219,2015-08-07,2015,8,August,32,3,1
220,2015-08-08,2015,8,August,32,3,1
221,2015-08-09,2015,8,August,32,3,1
222,2015-08-10,2015,8,August,33,3,1
223,2015-08-11,2015,8,August,33,3,1
224,2015-08-12,2015,8,August,33,3,1
225,2015-08-13,2015,8,August,33,3,1
226,2015-08-14,2015,8,August,33,3,1
227,2015-08-15,2015,8,August,33,3,1
228,2015-08-16,2015,8,August,33,3,1
229,2015-08-17,2015,8,August,34,3,1
230,2015-08-18,2015,8,August,34,3,1
231,2015-08-19,2015,8,August,34,3,1
232,2015-08-20,2015,8,August,34,3,1
233,2015-08-21,2015,8,August,34,3,1
234,2015-08-22,2015,8,August,34,3,1
235,2015-08-23,2015,8,August,34,3,1
236,2015-08-24,2015,8,August,35,3,1
237,2015-08-25,2015,8,August,35,3,1
238,2015-08-26,2015,8,August,35,3,1
239,2015-08-27,2015,8,August,35,3,1
240,2015-08-28,2015,8,August,35,3,1
241,2015-08-29,2015,8,August,35,3,1
242,2015-08-30,2015,8,August,35,3,1
243,2015-08-31,2015,8,August,36,3,1
244,2015-09-01,2015,9,September,36,3,1
245,2015-09-02,2015,9,September,36,3,1
246,2015-09-03,2015,9,September,36,3,1
247,2015-09-04,2015,9,September,36,3,1
248,2015-09-05,2015,9,September,36,3,1
249,2015-09-06,2015,9,September,36,3,1
250,2015-09-07,2015,9,September,37,3,1
251,2015-09-08,2015,9,September,37,3,1
252,2015-09-09,2015,9,September,37,3,1
253,2015-09-10,2015,9,September,37,3,1
254,2015-09-11,2015,9,September,37,3,1
255,2015-09-12,2015,9,September,37,3,1
256,2015-09-13,2015,9,September,37,3,1
257,2015-09-14,2015,9,September,38,3,1
258,2015-09-15,2015,9,September,38,3,1
259,2015-09-16,2015,9,September,38,3,1
260,2015-09-17,2015,9,September,38,3,1
261,2015-09-18,2015,9,September,38,3,1
262,2015-09-19,2015,9,September,38,3,1
263,2015-09-20,2015,9,September,38,3,1
264,2015-09-21,2015,9,September,39,3,1
265,2015-09-22,2015,9,September,39,3,1
266,2015-09-23,2015,9,September,39,3,1
267,2015-09-24,2015,9,September,39,3,1
268,2015-09-25,2015,9,September,39,3,1
269,2015-09-26,2015,9,September,39,3,1
270,2015-09-27,2015,9,September,39,3,1
271,2015-09-28,2015,9,September,40,3,1
272,2015-09-29,2015,9,September,40,3,1
273,2015-09-30,2015,9,September,40,3,1
274,2015-10-01,2015,10,October,40,4,1
275,2015-10-02,2015,10,October,40,4,1
276,2015-10-03,2015,10,October,40,4,1
277,2015-10-04,2015,10,October,40,4,1
278,2015-10-05,2015,10,October,41,4,1
279,2015-10-06,2015,10,October,41,4,1
280,2015-10-07,2015,10,October,41,4,1
281,2015-10-08,2015,10,October,41,4,1
282,2015-10-09,2015,10,October,41,4,1
283,2015-10-10,2015,10,October,41,4,1
284,2015-10-11,2015,10,October,41,4,1
285,2015-10-12,2015,10,October,42,4,1
286,2015-10-13,2015,10,October,42,4,1
287,2015-10-14,2015,10,October,42,4,1
288,2015-10-15,2015,10,October,42,4,1
289,2015-10-16,2015,10,October,42,4,1
290,2015-10-17,2015,10,October,42,4,1
291,2015-10-18,2015,10,October,42,4,1
292,2015-10-19,2015,10,October,43,4,1
293,2015-10-20,2015,10,October,43,4,1
294,2015-10-21,2015,10,October,43,4,1
295,2015-10-22,2015,10,October,43,4,1
296,2015-10-23,2015,10,October,43,4,1
297,2015-10-24,2015,10,October,43,4,1
298,2015-10-25,2015,10,October,43,4,1
299,2015-10-26,2015,10,October,44,4,1
300,2015-10-27,2015,10,October,44,4,1
301,2015-10-28,2015,10,October,44,4,1
302,2015-10-29,2015,10,October,44,4,1
303,2015-10-30,2015,10,October,44,4,1
304,2015-10-31,2015,10,October,44,4,1
305,2015-11-01,2015,11,November,44,4,0
306,2015-11-02,2015,11,November,45,4,0
307,2015-11-03,2015,11,November,45,4,0
308,2015-11-04,2015,11,November,45,4,0
309,2015-11-05,2015,11,November,45,4,0
310,2015-11-06,2015,11,November,45,4,0
311,2015-11-07,2015,11,November,45,4,0
312,2015-11-08,2015,11,November,45,4,0
313,2015-11-09,2015,11,November,46,4,0
314,2015-11-10,2015,11,November,46,4,0
315,2015-11-11,2015,11,November,46,4,0
316,2015-11-12,2015,11,November,46,4,0
317,2015-11-13,2015,11,November,46,4,0
318,2015-11-14,2015,11,November,46,4,0
319,2015-11-15,2015,11,November,46,4,0
320,2015-11-16,2015,11,November,47,4,0
321,2015-11-17,2015,11,November,47,4,0
322,2015-11-18,2015,11,November,47,4,0
323,2015-11-19,2015,11,November,47,4,0
324,2015-11-20,2015,11,November,47,4,0
325,2015-11-21,2015,11,November,47,4,0
326,2015-11-22,2015,11,November,47,4,0
327,2015-11-23,2015,11,November,48,4,0
328,2015-11-24,2015,11,November,48,4,0
329,2015-11-25,2015,11,November,48,4,0
330,2015-11-26,2015,11,November,48,4,0
331,2015-11-27,2015,11,November,48,4,0
332,2015-11-28,2015,11,November,48,4,0
333,2015-11-29,2015,11,November,48,4,0
334,2015-11-30,2015,11,November,49,4,0
335,2015-12-01,2015,12,December,49,4,0
336,2015-12-02,2015,12,December,49,4,0
337,2015-12-03,2015,12,December,49,4,0
338,2015-12-04,2015,12,December,49,4,0
339,2015-12-05,2015,12,December,49,4,0
340,2015-12-06,2015,12,December,49,4,0
341,2015-12-07,2015,12,December,50,4,0
342,2015-12-08,2015,12,December,50,4,0
343,2015-12-09,2015,12,December,50,4,0
344,2015-12-10,2015,12,December,50,4,0
345,2015-12-11,2015,12,December,50,4,0
346,2015-12-12,2015,12,December,50,4,0
347,2015-12-13,2015,12,December,50,4,0
348,2015-12-14,2015,12,December,51,4,0
349,2015-12-15,2015,12,December,51,4,0
350,2015-12-16,2015,12,December,51,4,0
351,2015-12-17,2015,12,December,51,4,0
352,2015-12-18,2015,12,December,51,4,0
353,2015-12-19,2015,12,December,51,4,0
354,2015-12-20,2015,12,December,51,4,0
355,2015-12-21,2015,12,December,52,4,0
356,2015-12-22,2015,12,December,52,4,0
357,2015-12-23,2015,12,December,52,4,0
358,2015-12-24,2015,12,December,52,4,0
359,2015-12-25,2015,12,December,52,4,0
360,2015-12-26,2015,12,December,52,4,0
361,2015-12-27,2015,12,December,52,4,0
362,2015-12-28,2015,12,December,53,4,0
363,2015-12-29,2015,12,December,53,4,0
364,2015-12-30,2015,12,December,53,4,0
365,2015-12-31,2015,12,December,53,4,0
366,2016-01-01,2016,1,January,53,1,0
367,2016-01-02,2016,1,January,53,1,0
368,2016-01-03,2016,1,January,53,1,0
369,2016-01-04,2016,1,January,1,1,0
370,2016-01-05,2016,1,January,1,1,0
371,2016-01-06,2016,1,January,1,1,0
372,2016-01-07,2016,1,January,1,1,0
373,2016-01-08,2016,1,January,1,1,0
374,2016-01-09,2016,1,January,1,1,0
375,2016-01-10,2016,1,January,1,1,0
376,2016-01-11,2016,1,January,2,1,0
377,2016-01-12,2016,1,January,2,1,0
378,2016-01-13,2016,1,January,2,1,0
379,2016-01-14,2016,1,January,2,1,0
380,2016-01-15,2016,1,January,2,1,0
381,2016-01-16,2016,1,January,2,1,0
382,2016-01-17,2016,1,January,2,1,0
383,2016-01-18,2016,1,January,3,1,0
384,2016-01-19,2016,1,January,3,1,0
385,2016-01-20,2016,1,January,3,1,0
386,2016-01-21,2016,1,January,3,1,0
387,2016-01-22,2016,1,January,3,1,0
388,2016-01-23,2016,1,January,3,1,0
389,2016-01-24,2016,1,January,3,1,0
390,2016-01-25,2016,1,January,4,1,0
391,2016-01-26,2016,1,January,4,1,0
392,2016-01-27,2016,1,January,4,1,0
393,2016-01-28,2016,1,January,4,1,0
394,2016-01-29,2016,1,January,4,1,0
395,2016-01-30,2016,1,January,4,1,0
396,2016-01-31,2016,1,January,4,1,0
397,2016-02-01,2016,2,February,5,1,0
398,2016-02-02,2016,2,February,5,1,0
399,2016-02-03,2016,2,February,5,1,0
400,2016-02-04,2016,2,February,5,1,0
401,2016-02-05,2016,2,February,5,1,0
402,2016-02-06,2016,2,February,5,1,0
403,2016-02-07,2016,2,February,5,1,0
404,2016-02-08,2016,2,February,6,1,0
405,2016-02-09,2016,2,February,6,1,0
406,2016-02-10,2016,2,February,6,1,0
407,2016-02-11,2016,2,February,6,1,0
408,2016-02-12,2016,2,February,6,1,0
409,2016-02-13,2016,2,February,6,1,0
410,2016-02-14,2016,2,February,6,1,0
411,2016-02-15,2016,2,February,7,1,0
412,2016-02-16,2016,2,February,7,1,0
413,2016-02-17,2016,2,February,7,1,0
414,2016-02-18,2016,2,February,7,1,0
415,2016-02-19,2016,2,February,7,1,0
416,2016-02-20,2016,2,February,7,1,0
417,2016-02-21,2016,2,February,7,1,0
418,2016-02-22,2016,2,February,8,1,0
419,2016-02-23,2016,2,February,8,1,0
420,2016-02-24,2016,2,February,8,1,0
421,2016-02-25,2016,2,February,8,1,0
422,2016-02-26,2016,2,February,8,1,0
423,2016-02-27,2016,2,February,8,1,0
424,2016-02-28,2016,2,February,8,1,0
425,2016-02-29,2016,2,February,9,1,0
426,2016-03-01,2016,3,March,9,1,1
427,2016-03-02,2016,3,March,9,1,1
428,2016-03-03,2016,3,March,9,1,1
429,2016-03-04,2016,3,March,9,1,1
430,2016-03-05,2016,3,March,9,1,1
431,2016-03-06,2016,3,March,9,1,1
432,2016-03-07,2016,3,March,10,1,1
433,2016-03-08,2016,3,March,10,1,1
434,2016-03-09,2016,3,March,10,1,1
435,2016-03-10,2016,3,March,10,1,1
436,2016-03-11,2016,3,March,10,1,1
437,2016-03-12,2016,3,March,10,1,1
438,2016-03-13,2016,3,March,10,1,1
439,2016-03-14,2016,3,March,11,1,1
440,2016-03-15,2016,3,March,11,1,1
441,2016-03-16,2016,3,March,11,1,1
442,2016-03-17,2016,3,March,11,1,1
443,2016-03-18,2016,3,March,11,1,1
444,2016-03-19,2016,3,March,11,1,1
445,2016-03-20,2016,3,March,11,1,1
446,2016-03-21,2016,3,March,12,1,1
447,2016-03-22,2016,3,March,12,1,1
448,2016-03-23,2016,3,March,12,1,1
449,2016-03-24,2016,3,March,12,1,1
450,2016-03-25,2016,3,March,12,1,1
451,2016-03-26,2016,3,March,12,1,1
452,2016-03-27,2016,3,March,12,1,1
453,2016-03-28,2016,3,March,13,1,1
454,2016-03-29,2016,3,March,13,1,1
455,2016-03-30,2016,3,March,13,1,1
456,2016-03-31,2016,3,March,13,1,1
457,2016-04-01,2016,4,April,13,2,1
458,2016-04-02,2016,4,April,13,2,1
459,2016-04-03,2016,4,April,13,2,1
460,2016-04-04,2016,4,April,14,2,1
461,2016-04-05,2016,4,April,14,2,1
462,2016-04-06,2016,4,April,14,2,1
463,2016-04-07,2016,4,April,14,2,1
464,2016-04-08,2016,4,April,14,2,1
465,2016-04-09,2016,4,April,14,2,1
466,2016-04-10,2016,4,April,14,2,1
467,2016-04-11,2016,4,April,15,2,1
468,2016-04-12,2016,4,April,15,2,1
469,2016-04-13,2016,4,April,15,2,1
470,2016-04-14,2016,4,April,15,2,1
471,2016-04-15,2016,4,April,15,2,1
472,2016-04-16,2016,4,April,15,2,1
473,2016-04-17,2016,4,April,15,2,1
474,2016-04-18,2016,4,April,16,2,1
475,2016-04-19,2016,4,April,16,2,1
476,2016-04-20,2016,4,April,16,2,1
477,2016-04-21,2016,4,April,16,2,1
478,2016-04-22,2016,4,April,16,2,1
479,2016-04-23,2016,4,April,16,2,1
480,2016-04-24,2016,4,April,16,2,1
481,2016-04-25,2016,4,April,17,2,1
482,2016-04-26,2016,4,April,17,2,1
483,2016-04-27,2016,4,April,17,2,1
484,2016-04-28,2016,4,April,17,2,1
485,2016-04-29,2016,4,April,17,2,1
486,2016-04-30,2016,4,April,17,2,1
487,2016-05-01,2016,5,May,17,2,1
488,2016-05-02,2016,5,May,18,2,1
489,2016-05-03,2016,5,May,18,2,1
490,2016-05-04,2016,5,May,18,2,1
491,2016-05-05,2016,5,May,18,2,1
492,2016-05-06,2016,5,May,18,2,1
493,2016-05-07,2016,5,May,18,2,1
494,2016-05-08,2016,5,May,18,2,1
495,2016-05-09,2016,5,May,19,2,1
496,2016-05-10,2016,5,May,19,2,1
497,2016-05-11,2016,5,May,19,2,1
498,2016-05-12,2016,5,May,19,2,1
499,2016-05-13,2016,5,May,19,2,1
500,2016-05-14,2016,5,May,19,2,1
501,2016-05-15,2016,5,May,19,2,1
502,2016-05-16,2016,5,May,20,2,1
503,2016-05-17,2016,5,May,20,2,1
504,2016-05-18,2016,5,May,20,2,1
505,2016-05-19,2016,5,May,20,2,1
506,2016-05-20,2016,5,May,20,2,1
507,2016-05-21,2016,5,May,20,2,1
508,2016-05-22,2016,5,May,20,2,1
509,2016-05-23,2016,5,May,21,2,1
510,2016-05-24,2016,5,May,21,2,1
511,2016-05-25,2016,5,May,21,2,1
512,2016-05-26,2016,5,May,21,2,1
513,2016-05-27,2016,5,May,21,2,1
514,2016-05-28,2016,5,May,21,2,1
515,2016-05-29,2016,5,May,21,2,1
516,2016-05-30,2016,5,May,22,2,1
517,2016-05-31,2016,5,May,22,2,1
518,2016-06-01,2016,6,June,22,2,1
519,2016-06-02,2016,6,June,22,2,1
520,2016-06-03,2016,6,June,22,2,1
521,2016-06-04,2016,6,June,22,2,1
522,2016-06-05,2016,6,June,22,2,1
523,2016-06-06,2016,6,June,23,2,1
524,2016-06-07,2016,6,June,23,2,1
525,2016-06-08,2016,6,June,23,2,1
526,2016-06-09,2016,6,June,23,2,1
527,2016-06-10,2016,6,June,23,2,1
528,2016-06-11,2016,6,June,23,2,1
529,2016-06-12,2016,6,June,23,2,1
530,2016-06-13,2016,6,June,24,2,1
531,2016-06-14,2016,6,June,24,2,1
532,2016-06-15,2016,6,June,24,2,1
533,2016-06-16,2016,6,June,24,2,1
534,2016-06-17,2016,6,June,24,2,1
535,2016-06-18,2016,6,June,24,2,1
536,2016-06-19,2016,6,June,24,2,1
537,2016-06-20,2016,6,June,25,2,1
538,2016-06-21,2016,6,June,25,2,1
539,2016-06-22,2016,6,June,25,2,1
540,2016-06-23,2016,6,June,25,2,1
541,2016-06-24,2016,6,June,25,2,1
542,2016-06-25,2016,6,June,25,2,1
543,2016-06-26,2016,6,June,25,2,1
544,2016-06-27,2016,6,June,26,2,1
545,2016-06-28,2016,6,June,26,2,1
546,2016-06-29,2016,6,June,26,2,1
547,2016-06-30,2016,6,June,26,2,1
548,2016-07-01,2016,7,July,26,3,1
549,2016-07-02,2016,7,July,26,3,1
550,2016-07-03,2016,7,July,26,3,1
551,2016-07-04,2016,7,July,27,3,1
552,2016-07-05,2016,7,July,27,3,1
553,2016-07-06,2016,7,July,27,3,1
554,2016-07-07,2016,7,July,27,3,1
555,2016-07-08,2016,7,July,27,3,1
556,2016-07-09,2016,7,July,27,3,1
557,2016-07-10,2016,7,July,27,3,1
558,2016-07-11,2016,7,July,28,3,1
559,2016-07-12,2016,7,July,28,3,1
560,2016-07-13,2016,7,July,28,3,1
561,2016-07-14,2016,7,July,28,3,1
562,2016-07-15,2016,7,July,28,3,1
563,2016-07-16,2016,7,July,28,3,1
564,2016-07-17,2016,7,July,28,3,1
565,2016-07-18,2016,7,July,29,3,1
566,2016-07-19,2016,7,July,29,3,1
567,2016-07-20,2016,7,July,29,3,1
568,2016-07-21,2016,7,July,29,3,1
569,2016-07-22,2016,7,July,29,3,1
570,2016-07-23,2016,7,July,29,3,1
571,2016-07-24,2016,7,July,29,3,1
572,2016-07-25,2016,7,July,30,3,1
573,2016-07-26,2016,7,July,30,3,1
574,2016-07-27,2016,7,July,30,3,1
575,2016-07-28,2016,7,July,30,3,1
576,2016-07-29,2016,7,July,30,3,1
577,2016-07-30,2016,7,July,30,3,1
578,2016-07-31,2016,7,July,30,3,1
579,2016-08-01,2016,8,August,31,3,1
580,2016-08-02,2016,8,August,31,3,1
581,2016-08-03,2016,8,August,31,3,1
582,2016-08-04,2016,8,August,31,3,1
583,2016-08-05,2016,8,August,31,3,1
584,2016-08-06,2016,8,August,31,3,1
585,2016-08-07,2016,8,August,31,3,1
586,2016-08-08,2016,8,August,32,3,1
587,2016-08-09,2016,8,August,32,3,1
588,2016-08-10,2016,8,August,32,3,1
589,2016-08-11,2016,8,August,32,3,1
590,2016-08-12,2016,8,August,32,3,1
591,2016-08-13,2016,8,August,32,3,1
592,2016-08-14,2016,8,August,32,3,1
593,2016-08-15,2016,8,August,33,3,1
594,2016-08-16,2016,8,August,33,3,1
595,2016-08-17,2016,8,August,33,3,1
596,2016-08-18,2016,8,August,33,3,1
597,2016-08-19,2016,8,August,33,3,1
598,2016-08-20,2016,8,August,33,3,1
599,2016-08-21,2016,8,August,33,3,1
600,2016-08-22,2016,8,August,34,3,1
601,2016-08-23,2016,8,August,34,3,1
602,2016-08-24,2016,8,August,34,3,1
603,2016-08-25,2016,8,August,34,3,1
604,2016-08-26,2016,8,August,34,3,1
605,2016-08-27,2016,8,August,34,3,1
606,2016-08-28,2016,8,August,34,3,1
607,2016-08-29,2016,8,August,35,3,1
608,2016-08-30,2016,8,August,35,3,1
609,2016-08-31,2016,8,August,35,3,1
610,2016-09-01,2016,9,September,35,3,1
611,2016-09-02,2016,9,September,35,3,1
612,2016-09-03,2016,9,September,35,3,1
613,2016-09-04,2016,9,September,35,3,1
614,2016-09-05,2016,9,September,36,3,1
615,2016-09-06,2016,9,September,36,3,1
616,2016-09-07,2016,9,September,36,3,1
617,2016-09-08,2016,9,September,36,3,1
618,2016-09-09,2016,9,September,36,3,1
619,2016-09-10,2016,9,September,36,3,1
620,2016-09-11,2016,9,September,36,3,1
621,2016-09-12,2016,9,September,37,3,1
622,2016-09-13,2016,9,September,37,3,1
623,2016-09-14,2016,9,September,37,3,1
624,2016-09-15,2016,9,September,37,3,1
625,2016-09-16,2016,9,September,37,3,1
626,2016-09-17,2016,9,September,37,3,1
627,2016-09-18,2016,9,September,37,3,1
628,2016-09-19,2016,9,September,38,3,1
629,2016-09-20,2016,9,September,38,3,1
630,2016-09-21,2016,9,September,38,3,1
631,2016-09-22,2016,9,September,38,3,1
632,2016-09-23,2016,9,September,38,3,1
633,2016-09-24,2016,9,September,38,3,1
